FID IID Tidyness Happy_camper Like_of_levis abcd_site
51 51 1.21291993841647 1.7124985192621898 1.27739970249576 1
52 52 -1.3902761761340503 -4.12759080531206 7.9843218913083 1
53 53 -1.26075039333085 -3.7291222293167 0.8183470359313559 1
54 54 -4.36175078091504 -7.55397642621331 -1.20106076501952 1
55 55 -6.59793961750209 -5.454616611620589 6.26099170947414 1
56 56 5.6561047477884605 -5.48032169815218 -2.55381202368973 1
57 57 4.00580130144023 -0.0990469914032304 3.93967630265666 1
58 58 2.14650724658356 2.6661357256241898 4.01111011125527 1
59 59 6.1093165036782695 -0.21200690455854 10.745598434979 1
60 60 -2.1231748193879 7.93601693047433 -3.30483827410385 1
61 61 -0.5542593027667571 -2.05442925127502 -1.5655432148567805 1
62 62 -2.8154912658253504 2.55679323641026 1.48523922953416 1
63 63 2.1559183914967 -2.3421233280001403 -1.12121330765702 1
64 64 3.3476724221001697 4.49948826855462 2.07576491058385 1
65 65 0.255954925472089 1.01828669262243 -4.69956870477306 1
66 66 5.925503496906309 4.29239307694502 7.20021378666425 1
67 67 -2.21134160455805 -2.13130408116794 -1.81015497311195 1
68 68 -5.952449563044901 11.3167315672718 -4.956830031955549 1
69 69 5.942720760667791 2.00138271158121 -8.27237145039509 1
70 70 1.93086535374034 -3.2131891085922004 1.2063967108970302 1
71 71 -5.17092238508842 -1.5057569880164998 -5.6285927148385 1
72 72 -0.374017342724146 -0.152665003958633 -0.0120561485328921 1
73 73 3.01580625012436 -5.6289597993145 0.77996300015624 1
74 74 4.41235473393605 -6.95595286236527 5.66226644109554 1
75 75 -6.144889783080269 -2.87035102862763 2.14313766428414 1
76 76 -0.305667572535775 -0.430290383415048 2.5803889617780698 1
77 77 -7.29029531765732 -1.1606160878616203 8.27160981801749 1
78 78 7.09467754270913 5.5664759001401904 -3.60460444986145 1
79 79 1.44138487158172 3.2055345623933102 3.15660670292376 1
80 80 -4.7227305670875 -6.168804183227151 -0.510689225474814 1
81 81 -1.72482119875091 5.0165270767323 2.58694148294723 1
82 82 -0.8587257407602858 2.42068506500627 4.06532771529145 1
83 83 -1.8825995404686695 2.72918766520266 6.77450655151081 1
84 84 -2.67636619618942 1.64481473389695 -3.4670010429493905 1
85 85 2.67086628584027 -0.0363903520532338 1.72491527762671 1
86 86 1.02854038519666 -2.05055512655547 -1.3081096371323102 1
87 87 1.9335727666543 -1.28215003739153 3.16633901504528 1
88 88 -0.1597365059034459 -0.870679602518095 3.45459308204825 1
89 89 2.17927265708644 2.12384514707637 0.895720888529412 1
90 90 -4.23837650098769 -2.72293946687017 -2.61035843581577 1
91 91 -1.22046282135022 6.34820155528871 2.76319202957618 1
92 92 2.04661205101729 -1.18817329445216 -2.82068781778018 1
93 93 -0.326444436006096 -3.6378760824745298 4.08111804466419 1
94 94 2.05077022791314 -6.10888700644821 -5.743663987765711 1
95 95 7.921174887817269 3.9922045233327 3.6420790004168895 1
96 96 1.9766371659713 3.53881240178397 -0.8477102180443671 1
97 97 1.48381249632179 2.01656449252704 -3.20657530628386 1
98 98 9.25553850037643 -1.46794315611189 1.14081407525433 1
99 99 10.2618040986073 -0.143257050304304 -4.7572396295263495 1
100 100 3.41173497191984 4.30894051124421 -0.8144975388685051 1
101 101 -7.2837377730686 14.0351453360114 -4.3798974374662 1
102 102 -4.82571859473721 -4.548216049708491 0.315902623809544 1
103 103 -2.6100918769277204 -4.07782683431441 9.94789122583176 1
104 104 -2.61483467425385 4.30631024065728 -7.78992779753922 1
105 105 -0.24277275074506 -4.12689645189608 5.14019200924663 1
106 106 -2.06610150854485 -3.24707164434983 3.56874036927222 1
107 107 -4.841178588139191 2.54937134240068 0.136116965477438 1
108 108 0.294801548438079 5.16577387634162 -0.172883232831082 1
109 109 -8.41706651388744 -4.01022125100219 4.03984686978621 1
110 110 -6.8308607058642 1.7989799514718798 -2.69339736048545 1
111 111 -0.0797626636811302 7.07858144257949 -0.8234246110554069 1
112 112 3.30801945356161 -2.84834620440651 -7.909507291708059 1
113 113 0.493692040527931 0.7478845922392321 -3.1852801306565 1
114 114 4.11684204953949 -7.04683003988209 -1.9772623569669097 1
115 115 -6.1925576901561 4.72223656321201 4.38664349424315 1
116 116 2.5774023108847404 -1.47673738158645 0.171814512779584 1
117 117 0.202563799855998 -3.2270603060884 3.7606383189809103 1
118 118 -1.653209277128 2.4478929847286697 -3.8347326513224 1
119 119 -4.82042414155233 -1.20927432331631 4.66287636067321 1
120 120 -9.26917563246312 -3.7514691348573295 0.571998469393064 1
121 121 2.22173731794267 -1.77703766731441 -1.6871838905523602 1
122 122 2.5827172673907097 -5.94149275440253 -1.94334819280264 1
123 123 -1.81475490674956 1.27439929533465 -5.68179304298182 1
124 124 -0.581385982461386 1.01392965316712 -2.2018849308343102 1
125 125 -7.86897203624085 -2.9120546356568 4.27972174876021 1
126 126 11.9509228766012 4.55028530348214 -0.9552302195432892 1
127 127 3.0903323248859 0.8343009189421751 7.03214439537194 1
128 128 -4.80085401480606 0.5030249168121359 -0.358740328255039 1
129 129 1.03360091116652 3.2772613499537404 -6.313723253338879 1
130 130 2.03916131018598 -0.8173429635060409 -1.8448663421972704 1
131 131 -1.80582156153467 -1.80786038400006 8.28820320900479 1
132 132 0.4015827054977021 -2.47145279096635 2.85710704366145 1
133 133 -3.83783418743281 3.9771357539237497 -1.08047795867091 1
134 134 0.0942195323139776 6.15307935524387 -2.48471020538411 1
135 135 5.257858481016379 -1.6838612883258102 -5.27376204774004 1
136 136 1.23342572368862 2.62747921238682 -3.66459078003412 1
137 137 -4.57860456404286 -3.88371848455867 1.91713649842216 1
138 138 5.26692287942476 -0.854521892367164 -0.0207642851437308 1
139 139 3.26330418813455 0.780584065877126 -0.216029798907338 1
140 140 -4.03248860814092 0.6886055148978101 -1.57893319149843 1
141 141 7.18143444671479 1.74823750316455 -2.6851711061076804 1
142 142 4.4780653837889 -1.45819152301184 3.05131076036238 1
143 143 4.41108470997859 -4.14560192450379 1.24595163570378 1
144 144 -1.97985105109025 1.6079572083908302 2.7532092910364003 1
145 145 0.545160872377271 -1.39555249723954 3.50801345975281 1
146 146 -3.29845338115194 1.41282418375611 1.5540936293036598 1
147 147 -4.89892746417203 0.44445256989936 2.63238365933175 1
148 148 -4.79372747567498 -5.15649728603105 3.9868709175201 1
149 149 3.14302753752253 5.439451153395599 -8.979929008008039 1
150 150 -5.2147085767428 1.06104898751967 0.0833943140413636 1
151 151 -3.62014074538818 1.31732674810341 2.63801120884727 1
152 152 -4.53699134685771 -1.2375028845639 0.280168291597858 1
153 153 1.88519694690128 -1.09282080277428 -3.3767003719080697 1
154 154 6.37608521406783 -6.01851164034549 6.67935073570274 1
155 155 -0.695753709137672 2.02572367030635 0.265256328853502 1
156 156 5.36045166829459 -4.92154970471541 0.0846281494057658 1
157 157 5.4113155469502106 -1.21318516826942 7.91304542329443 1
158 158 -11.025880772673302 6.48158406633805 1.42051368841779 1
159 159 -0.874590926398029 -3.94615485033142 5.6761162205965 1
160 160 0.6894608155358269 -1.59772935703841 9.66839046644188 1
161 161 2.46616638483688 0.0647838949060945 0.2373206788390079 1
162 162 0.745213374689465 1.58157943641486 -0.169037713169568 1
163 163 5.98254235774711 6.982441618228309 -0.289005518780677 1
164 164 -3.5267518891198097 -4.06442933478536 -2.75752320313871 1
165 165 -3.6070098170779903 0.468167638218592 -1.8089066499561 1
166 166 1.04861766006955 -2.2362383305162 -3.51403307764276 1
167 167 0.7694961139830581 -1.86320345089614 4.19853039333428 1
168 168 2.79907881557238 2.08802574741355 -5.13613450043162 1
169 169 5.0970040240046695 2.5216338701493703 -5.78170247409423 1
170 170 -0.0072589784919823 9.305168770286471 4.06878673546711 1
171 171 0.0509545240855359 3.84664577973682 -5.17223761863922 1
172 172 1.47642333498207 8.542491097077018 -6.83465751781564 1
173 173 -0.41672202792908 -0.405046232565515 1.03613876784774 1
174 174 -4.25507816999732 1.7335621871895 -1.77403250954271 1
175 175 -2.74041053106956 3.27166285250486 3.534380290118 1
176 176 0.632275664153428 -4.8238028087858495 -1.12651347707136 1
177 177 3.294842797679 7.72981414902138 1.9814916635456 1
178 178 -1.78224256618426 -6.6718499941454805 -0.564970376193161 1
179 179 9.27068872262539 4.67695769389048 -4.467833472019071 1
180 180 -0.953328003200529 5.61462165530942 -5.23360047919502 1
181 181 -1.08165821590943 3.2778485834660898 2.2135766375425403 1
182 182 4.1308312062900905 -0.0279059475882286 1.15029131609966 1
183 183 -5.7326180768753 2.930781140962209 2.6960992481055097 1
184 184 7.6094020921327905 3.6582711190243 3.5299266732707 1
185 185 2.82615414857531 1.83360046307192 -7.23770596604563 1
186 186 -1.1373445050716 2.7865599176340496 5.26077987505987 1
187 187 -2.40991557718377 -1.06090451055759 -2.6286383850950696 1
188 188 2.90816831211672 -2.01507179204984 -9.16314183399564 1
189 189 -4.826990383481331 -2.30113821450417 6.61546166794304 1
190 190 4.72433423893101 4.0335726434875605 6.7926515736842505 1
191 191 3.5781757679659303 -2.73306769445205 4.56948644213978 1
192 192 0.5991727769571179 2.7677050965137595 1.4250989940934595 1
193 193 5.86960344166558 -5.999664252623969 0.802098286373532 1
194 194 -4.734941067777809 -5.619646992236429 -5.813570368656321 1
195 195 0.8681382418290791 -1.10825093044705 -8.95984828643173 1
196 196 -5.07727870320146 0.6927119944269859 1.40778025942907 1
197 197 4.77594803574392 6.580284987588559 4.442431677773031 1
198 198 -2.4720229357123102 -1.2108815572050802 -1.4680112002938202 1
199 199 -7.33673598738429 1.27400304912481 9.82622041720285 1
200 200 3.89794335847689 -1.5232626102593898 -1.8334070984567497 1
201 201 -0.524776689343455 4.417540001678219 -1.1438531045171498 1
202 202 -1.8796772167337 -3.36638267029642 -2.54546062530413 1
203 203 -3.60994011626428 -2.52247441968002 -0.8513246936694709 1
204 204 -1.80799003162305 6.415808324938659 1.99542968802062 1
205 205 -0.473968182789306 5.4139655071220805 1.52748572030816 1
206 206 3.79482038728756 -6.1401662362025 2.0885111754047703 1
207 207 -3.1793176225611206 -2.8674467942972304 2.5514287235550697 1
208 208 4.58301017374572 5.011310496986809 2.91110781907309 1
209 209 0.765562386245995 -3.26561933020281 -2.40022870985409 1
210 210 -0.367127222273211 -0.195765885378061 -6.050144448152291 1
211 211 6.14444454342417 -0.8919694045014059 -4.970958516560049 1
212 212 3.6025101857493 -0.0728534262510185 2.12261416666238 1
213 213 6.75377653064209 4.84270931538145 -2.799275220554 1
214 214 1.81332289286017 -6.81971770275295 -0.421899995590291 1
215 215 3.49844734490443 -3.78149802900828 -6.81065525737966 1
216 216 -0.632319248072096 -3.1838791690668 -4.74241927412888 1
217 217 0.6474352002250611 -4.584531451300361 -7.34095008024684 1
218 218 -2.715032263928029 -6.144794248669009 -0.0142337574252835 1
219 219 2.52441387588772 -4.60041674563736 0.0063866421402995 1
220 220 -7.423597604994839 -2.75829654964309 -2.3848762235480403 1
221 221 0.701929413440373 0.1455319855147709 10.248801894742698 1
222 222 1.51328731521737 2.7015588599625 1.21884330826074 1
223 223 0.467023007764473 -0.526644370196214 -3.0465575865581696 1
224 224 3.6599775537793295 -2.3874006228572 1.32298278587828 1
225 225 5.605123707404781 -7.2973722184108 -5.25304155939985 1
226 226 -0.270804958384298 1.5974110605313 3.82896658251859 1
227 227 0.5688990556526421 -4.36696366884376 0.876392950568526 1
228 228 -1.13841258443005 -1.91461541409921 -4.65421658045699 1
229 229 -2.51226019280573 -2.68116502223502 -5.843841268373519 1
230 230 -5.42687140380057 -3.31872081304191 -0.918404454622699 1
231 231 0.6249391817223511 -0.5999155793215071 2.25747524090485 1
232 232 0.22615330305235 2.40030199074204 -10.5544030477403 1
233 233 -2.39827324340687 3.33036180724842 -2.9918218377166497 1
234 234 -3.997759016885991 11.63509615315 -6.91285550966091 1
235 235 0.477284463602537 4.704432950925691 4.439160528400151 1
236 236 0.8732991835552659 -1.7603864757739898 -4.14429802460096 1
237 237 -5.6028310788420495 0.2127887029112639 -1.6188691029393798 1
238 238 4.622376646865 2.31631262606595 -1.38647943951359 1
239 239 -3.17808583387214 -1.6609599877900498 0.336499052222343 1
240 240 1.39117141180035 1.27235608222276 -2.38907101545745 1
241 241 -0.12346862896352 -2.27496371201975 1.63239091249854 1
242 242 2.9462875449047594 -3.25540347300954 4.29441389887999 1
243 243 -2.73644090481794 -2.96790720191284 -1.9529874945060304 1
244 244 -0.494905777793549 -2.36512388383943 0.977132257380024 1
245 245 -5.124080145537151 5.39827593716688 6.13927850867549 1
246 246 -0.187593943855396 0.6921165946957422 -4.5159809815312 1
247 247 1.51862013060404 8.77802708921942 1.3841622576318402 1
248 248 2.8881306279827204 2.94144271087008 4.52950126392872 1
249 249 -6.68112717518121 -0.364588326352635 6.424004593775329 1
250 250 0.620471331675371 0.576183299341622 4.094470274741109 1
251 251 -1.68317230696447 9.36272163466497 4.01531844796071 1
252 252 6.88808244829662 -0.569216393961173 -0.94237675511629 1
253 253 -2.69406522836383 -8.21515820326962 1.56434740582404 1
254 254 -6.5253760690788605 0.620174419885273 -5.34265798048499 1
255 255 0.728272096911338 -0.170721993176954 1.68894952182571 1
256 256 -3.4942729399502905 -1.2766390182587 2.75687015992218 1
257 257 -0.788770699825085 -3.61928950426274 -0.360765308066 1
258 258 0.64354025087765 -0.52412591140223 0.278417059926966 1
259 259 0.284891022620844 2.61490765168862 1.52534272892365 1
260 260 -3.64290448494342 6.0944459790333 -1.3930712895121202 1
261 261 -2.2039841782756 0.602111313203721 -3.7344700186337 1
262 262 4.082908980894961 -2.2376816559189905 0.247051553543988 1
263 263 -0.843732889159425 -1.84845378832148 -0.616156274609948 1
264 264 -1.30218328753219 -3.20658087024032 5.12466226311461 1
265 265 1.1035288364409 -1.2019153801180702 -0.166520094960906 1
266 266 1.62599999209023 0.281453453150066 -0.0100253757894893 1
267 267 -1.5650167723778 4.64025040754424 -0.916555454500145 1
268 268 -3.5724269569887297 -4.897198982126099 -1.0511401157656 1
269 269 -3.0554454950645096 -2.59589518621727 2.95502562969985 1
270 270 -1.78008533405343 4.08278115327438 1.31427958251779 1
271 271 2.0414500361909 -3.63787886176603 2.00633183880796 1
272 272 -2.9349224269222702 1.13043435898432 -0.0454634811858079 1
273 273 0.386218877656351 -5.84857555032016 -0.6309665721689829 1
274 274 -0.5543597927913549 2.9067959540478503 5.48722003185474 1
275 275 -0.449606546275691 1.27953513676194 0.0309192177413733 1
276 276 -7.32766659425619 -2.00965882051959 3.3916458755489 1
277 277 2.17589840845649 2.20501339537156 -2.6483752165566603 1
278 278 2.9146658682011606 2.21134479998147 1.07770751283413 1
279 279 -1.7926068555029198 0.908095663319054 1.14357820080745 1
280 280 4.6675613456773695 -0.4381011886161819 3.35524690731382 1
281 281 1.60362535652385 1.4458395510738302 4.74222298326298 1
282 282 -6.1726994818006204 -3.896627972479701 3.9810465305313514 1
283 283 -1.72879207731623 -3.55562807003727 -3.1491246909459902 1
284 284 -1.8423553477307504 -1.18743221977718 2.93257273529536 1
285 285 9.15281135736384 0.1608683837853179 -2.14939133977037 1
286 286 0.739717560660353 0.6486175696888 6.69137449567892 1
287 287 1.93790892238084 2.56696378478621 10.910453919356 1
288 288 0.50482474391224 5.802961890338111 5.07575521223662 1
289 289 2.98941822993761 -0.41316423676962 1.56174005557276 1
290 290 -2.50493825156704 -0.603857319700903 -0.898738105094752 1
291 291 5.85679698774472 4.5695702557822 -3.0127667862222403 1
292 292 -4.737956033456331 6.279937444690059 6.861247118722299 1
293 293 1.50983455346605 -3.7002561739771895 -2.25639005565244 1
294 294 3.53784626787754 -3.48298395573584 -9.7525908628187 1
295 295 0.990418508523978 -6.478419096111081 3.09861683152613 1
296 296 -1.8245232452022 1.05981545592264 -2.6860600342067498 1
297 297 2.77729094101977 4.67622152893678 3.3568305289476204 1
298 298 -2.0341883492154498 1.62565682359909 -5.55452406580919 1
299 299 6.32516838953833 -1.66208119846498 4.85930365700906 1
300 300 2.46502801721271 3.65175399748758 -6.400020973728019 1
301 301 -2.5477751005467 0.827173024897865 8.92757681598102 1
302 302 -3.09610121594859 -5.661913510717599 -4.01141815229747 1
303 303 -2.26570672382557 -3.17298196012938 -1.87485965977543 1
304 304 3.7332989079296297 6.92522209692058 0.4151523324437529 1
305 305 -3.0181772971213903 -3.63121676763828 -2.97866979138979 1
306 306 0.358122066382411 2.08216240346014 5.49467051818815 1
307 307 4.31915860551071 -2.324662987346 5.626039300743691 1
308 308 -4.03017517133546 1.61029864571031 -5.43569579830202 1
309 309 -3.13301725123281 1.38454397906742 2.52379407140318 1
310 310 2.4644184859617795 8.0625757540692 2.76713297841836 1
311 311 6.26930396260242 0.0249928938170036 -2.0720007502656497 1
312 312 7.84870352251426 5.33768034511116 -4.19416323405806 1
313 313 7.00129475031188 -1.45439869040478 -4.58585753197338 1
314 314 1.90247761976971 -4.879052426752519 5.6508530422977605 1
315 315 -3.49926112251763 -1.2601206596905 9.14511088505381 1
316 316 -8.77351050040139 -2.39018744053622 3.71331634646541 1
317 317 -1.49446793682291 -3.7395183936641097 3.55352292092431 1
318 318 8.0031553565985 -2.7465347393890696 5.01517630708974 1
319 319 0.279688056403713 1.07088897947676 -1.7320086091566298 1
320 320 5.53244560508605 -5.28563544865097 -5.3130235128153 1
321 321 4.712354538209911 0.923386876931279 1.25957106639408 1
322 322 5.09514560423016 -0.7476617860582 -2.17342752696807 1
323 323 -2.23123235759858 -4.288875087280831 -3.49459447177894 1
324 324 -4.39778543646802 1.90121981718763 -0.7025436905539909 1
325 325 -3.4602278187357904 -3.19777557735016 0.912064739672893 1
326 326 6.45776804745202 2.97336439957756 -0.4918373538851749 1
327 327 -2.83422717655678 1.6330910765596005 -1.43931388144912 1
328 328 1.6900290827433602 5.03997949922137 2.30987036519645 1
329 329 3.6114731095324495 0.5809868534423249 2.45049855627257 1
330 330 1.46443172669629 -2.01265452299818 -1.43987025229287 1
331 331 -2.25531553758625 0.0417380738641255 -3.97735159060934 1
332 332 -6.13554630020278 -6.7003234962352005 -14.411251330179 1
333 333 1.02362294387775 2.93542904255219 -6.427332474241361 1
334 334 4.993601415113759 -4.10340794924399 -6.46923396245222 1
335 335 -4.60911175251675 -4.34136400824976 -1.51557235298689 1
336 336 7.056257079060679 -2.47776633684489 -1.11368956655312 1
337 337 1.24151430782534 2.1397244110488702 0.965331154032242 1
338 338 3.59933070763227 0.699767413310885 4.413678030028559 1
339 339 -6.05132615278162 6.2171869026580096 1.68871308899343 1
340 340 -1.44488201024979 6.745948448754589 -0.259701570306302 1
341 341 -1.6214583963391298 4.10240576871418 1.8948747234900305 1
342 342 3.79330828979234 6.09178616135249 0.0973178531502597 1
343 343 -1.56784222712742 -1.63275803394122 2.49236180121173 1
344 344 3.08025972045548 -6.1748842514499405 -3.44572190547931 1
345 345 4.0807558243950295 5.51277696549622 -1.90348300134764 1
346 346 -6.736305986458559 -0.702440198026586 -1.5779985159286498 1
347 347 0.105453201943371 -4.3072417616393 -3.42344948218556 1
348 348 0.785695256353278 2.8871950411155702 -6.07402064511951 1
349 349 -3.90122937577848 -3.56718596240476 1.0208376592848 1
350 350 -2.28118346660625 -2.7142268486796803 -2.07880770111287 1
351 351 2.27791619375048 -0.0801982702613602 -1.10352323415426 1
352 352 -4.92211962471361 -3.96650111279744 1.0467838792070698 1
353 353 -3.4807981657934 1.3455417577244395 1.4336158386789095 1
354 354 6.26501028278679 3.2731823304452803 5.61064552758142 1
355 355 0.7024830064770171 -2.10601767592446 -2.94785785695216 1
356 356 -1.70625307895298 -2.55675275291678 5.7176531909332695 1
357 357 -1.26142716870738 1.96761580797338 5.45276164513327 1
358 358 -1.3609846872458602 0.347667076828453 -2.02475202168577 1
359 359 -7.69587561290952 4.76150494180802 3.36479596337128 1
360 360 -6.1277346507363 7.52661510874649 -1.9448100587821 1
361 361 -0.8603634498340699 -0.1841168551528089 6.33992426277566 1
362 362 -5.4063663847756604 0.0767789142274342 -2.6134356201498 1
363 363 -2.74265818464738 -4.561231231184281 0.294082305751158 1
364 364 6.03310690285751 1.25207104937685 -4.3922556538404605 1
365 365 -1.84331507069173 0.735163114718524 0.0605940401538056 1
366 366 -0.265615358374398 -2.18032435571822 3.81423204107809 1
367 367 -3.5737228686446696 1.91091947517221 -1.95289096256042 1
368 368 5.964698065225401 6.990272173950991 -4.19932279926304 1
369 369 -3.04339874447003 -2.67827694558958 -3.2676633281405096 1
370 370 -6.8161609674942 -2.55799540586621 -4.649481618051411 1
371 371 -0.868015502423782 -3.62793608432235 -0.8244043993158611 1
372 372 -0.632363292007281 -0.152320279931584 0.0450849269692928 1
373 373 1.39431981247156 0.7202003755497891 1.3733678677255905 1
374 374 -0.308162654756044 -2.13233218621779 8.99389293021459 1
375 375 -3.59344961741523 6.51250843812308 0.531823389241536 1
376 376 -4.68930607148563 -7.92002747009552 -1.97867005422779 1
377 377 -2.46222492636829 -1.06955661818993 -5.79374750666064 1
378 378 0.399609222856255 -3.1455727674562697 -2.7524459061294 1
379 379 4.01294355878196 -4.05189957968704 -3.1532837424789704 1
380 380 0.191277911285088 7.6570102158415105 0.4465277194052229 1
381 381 -0.205057438312484 2.9345913325967 6.365595998384711 1
382 382 -5.52313000707152 -1.32564973580752 0.47318100829226 1
383 383 -1.59660555654163 0.66499780349161 -2.93006012376704 1
384 384 -3.32858138320001 -2.47451974312434 -5.22128299328771 1
385 385 2.6235202745855 -0.251112099725153 8.88500431626561 1
386 386 -1.4942216576695002 5.74644236657274 2.24961733808693 1
387 387 -7.423055233502341 3.6163095653247694 1.29822233663213 1
388 388 4.690650283800941 -1.9059987639093403 0.414241003454786 1
389 389 -1.12898496840794 -0.0252203405518907 5.1065468626482495 1
390 390 -6.083731553016441 -1.12709166650232 3.3176788396409904 1
391 391 0.5553845311676129 2.4157047463024703 9.35423301738969 1
392 392 3.54110161108803 0.240803936855351 1.95571811532049 1
393 393 2.93209230559111 2.59870846856192 2.76843502578516 1
394 394 1.72056863023729 -7.723902315749919 2.6258653691564704 1
395 395 0.0736145534564227 4.105159710479271 -4.27167414679593 1
396 396 -0.936504242242595 1.94159954818028 -6.30090572238003 1
397 397 0.924652016569672 1.70595179163462 -5.649174749995401 1
398 398 -2.98700767710883 -1.28759231843222 2.67128673949007 1
399 399 2.50562378809228 5.0270239823115 2.85558946938936 1
400 400 3.24453700478784 0.179310842517241 0.295592813524228 1
401 401 -1.0964150538559398 4.62633961403099 -4.83080305561333 1
402 402 3.52062764602104 5.02699597740797 5.0748222577861295 1
403 403 0.965443526119161 2.15798610966847 -6.29288878946482 1
404 404 3.05463180467475 2.69152411297727 0.878775005173015 1
405 405 1.24191889558387 -6.252512671934849 -3.9607609513589295 1
406 406 5.34638765824251 0.7071977644800199 -3.60983444562432 1
407 407 2.81337294046528 4.2202458162046 -1.1042683916773302 1
408 408 3.18726714377262 -2.6061541045763703 -0.85088218781524 1
409 409 2.33635716308014 -0.106206786443127 -8.356999764677381 1
410 410 4.8822564169312 1.41470911288736 -3.4905456315064103 1
411 411 -5.77347530696692 -0.7006773348348199 2.86111962535385 1
412 412 -3.67517088468376 -6.84111903749104 7.926996966170041 1
413 413 -6.78344814298758 -6.83559868071772 -4.23914616959814 1
414 414 -1.82148059601322 1.6380760125222098 -0.911622033338168 1
415 415 -4.037054431280509 4.69287845821785 -1.51200917426547 1
416 416 3.51111654269438 -5.075285690870441 2.48748422484576 1
417 417 -0.247938552007173 -4.27105683513726 -1.2616343630929898 1
418 418 2.772829396153789 8.09114556802482 -0.6389559959030789 1
419 419 2.78720648719035 -2.9765067265568703 1.13046117766789 1
420 420 3.88826193201104 0.8036984718317559 -1.19798233541888 1
421 421 1.44723265714635 6.834734920229759 -4.64149788898348 1
422 422 -6.173849246733191 -8.28924816896663 0.633451336479513 1
423 423 -0.588410146619604 6.20882080439585 -4.06216573880362 1
424 424 3.61750905844496 5.35839585678045 0.39990010883047 1
425 425 10.3367209286501 1.10021248852881 -2.9858987015561698 1
426 426 -3.1184888923126297 -1.1781226225088 -6.170011447759769 1
427 427 7.9739590345572 -0.618979981429925 -0.63120204573667 1
428 428 6.64393177030849 -0.241470202857016 2.9819864861221097 1
429 429 2.20190624930281 1.16470415925195 -3.32620394867629 1
430 430 6.60527604266595 -2.78634503981255 -1.2611553668862 1
431 431 -0.4360070952959029 5.70082034428034 -0.480828345483057 1
432 432 -4.327653252219 -3.95371783466417 6.023290937320731 1
433 433 0.2959296731321489 -0.183887401287213 3.36899077912566 1
434 434 -0.0613189575030952 4.85797130927326 -3.31622779789829 1
