FID,IID,Inter,Inter_miss,Tidyness,Happy_camper,Like_of_levis
102,102,1,1,-4.82571859473721,-4.54821604970849,0.315902623809544
103,103,1,1,-2.61009187692772,-4.07782683431441,9.94789122583176
104,104,1,1,-2.61483467425385,4.30631024065728,-7.78992779753922
105,105,1,1,-0.24277275074506,-4.12689645189608,5.14019200924663
106,106,1,1,-2.06610150854485,-3.24707164434983,3.56874036927222
107,107,1,1,-4.84117858813919,2.54937134240068,0.136116965477438
108,108,1,1,0.294801548438079,5.16577387634162,-0.172883232831082
109,109,1,1,-8.41706651388744,-4.01022125100219,4.03984686978621
110,110,1,1,-6.8308607058642,1.79897995147188,-2.69339736048545
111,111,1,1,-0.0797626636811302,7.07858144257949,-0.823424611055407
112,112,1,1,3.30801945356161,-2.84834620440651,-7.90950729170806
113,113,1,1,0.493692040527931,0.747884592239232,-3.1852801306565
114,114,1,1,4.11684204953949,-7.04683003988209,-1.97726235696691
115,115,1,1,-6.1925576901561,4.72223656321201,4.38664349424315
116,116,1,1,2.57740231088474,-1.47673738158645,0.171814512779584
117,117,1,1,0.202563799855998,-3.2270603060884,3.76063831898091
118,118,1,1,-1.653209277128,2.44789298472867,-3.8347326513224
119,119,1,1,-4.82042414155233,-1.20927432331631,4.66287636067321
120,120,1,1,-9.26917563246312,-3.75146913485733,0.571998469393064
121,121,1,1,2.22173731794267,-1.77703766731441,-1.68718389055236
122,122,1,1,2.58271726739071,-5.94149275440253,-1.94334819280264
123,123,1,1,-1.81475490674956,1.27439929533465,-5.68179304298182
124,124,1,1,-0.581385982461386,1.01392965316712,-2.20188493083431
125,125,1,1,-7.86897203624085,-2.9120546356568,4.27972174876021
126,126,1,1,11.9509228766012,4.55028530348214,-0.955230219543289
127,127,1,1,3.0903323248859,0.834300918942175,7.03214439537194
128,128,1,0,-4.80085401480606,0.503024916812136,-0.358740328255039
129,129,1,0,1.03360091116652,3.27726134995374,-6.31372325333888
130,130,1,0,2.03916131018598,-0.817342963506041,-1.84486634219727
131,131,1,0,-1.80582156153467,-1.80786038400006,8.28820320900479
132,132,1,0,0.401582705497702,-2.47145279096635,2.85710704366145
133,133,1,0,-3.83783418743281,3.97713575392375,-1.08047795867091
134,134,1,0,0.0942195323139776,6.15307935524387,-2.48471020538411
135,135,1,0,5.25785848101638,-1.68386128832581,-5.27376204774004
136,136,1,0,1.23342572368862,2.62747921238682,-3.66459078003412
137,137,1,0,-4.57860456404286,-3.88371848455867,1.91713649842216
138,138,1,0,5.26692287942476,-0.854521892367164,-0.0207642851437308
139,139,1,0,3.26330418813455,0.780584065877126,-0.216029798907338
140,140,1,0,-4.03248860814092,0.68860551489781,-1.57893319149843
141,141,1,0,7.18143444671479,1.74823750316455,-2.68517110610768
142,142,1,0,4.4780653837889,-1.45819152301184,3.05131076036238
143,143,1,0,4.41108470997859,-4.14560192450379,1.24595163570378
144,144,1,0,-1.97985105109025,1.60795720839083,2.7532092910364
145,145,1,0,0.545160872377271,-1.39555249723954,3.50801345975281
146,146,1,0,-3.29845338115194,1.41282418375611,1.55409362930366
147,147,1,0,-4.89892746417203,0.44445256989936,2.63238365933175
148,148,1,0,-4.79372747567498,-5.15649728603105,3.9868709175201
149,149,1,0,3.14302753752253,5.4394511533956,-8.97992900800804
150,150,1,0,-5.2147085767428,1.06104898751967,0.0833943140413636
151,151,1,0,-3.62014074538818,1.31732674810341,2.63801120884727
152,152,1,0,-4.53699134685771,-1.2375028845639,0.280168291597858
153,153,1,0,1.88519694690128,-1.09282080277428,-3.37670037190807
154,154,1,0,6.37608521406783,-6.01851164034549,6.67935073570274
155,155,1,0,-0.695753709137672,2.02572367030635,0.265256328853502
156,156,1,0,5.36045166829459,-4.92154970471541,0.0846281494057658
157,157,1,0,5.41131554695021,-1.21318516826942,7.91304542329443
158,158,1,0,-11.0258807726733,6.48158406633805,1.42051368841779
159,159,1,0,-0.874590926398029,-3.94615485033142,5.6761162205965
160,160,1,0,0.689460815535827,-1.59772935703841,9.66839046644188
161,161,1,0,2.46616638483688,0.0647838949060945,0.237320678839008
162,162,1,0,0.745213374689465,1.58157943641486,-0.169037713169568
163,163,1,0,5.98254235774711,6.98244161822831,-0.289005518780677
164,164,1,0,-3.52675188911981,-4.06442933478536,-2.75752320313871
165,165,1,0,-3.60700981707799,0.468167638218592,-1.8089066499561
166,166,1,0,1.04861766006955,-2.2362383305162,-3.51403307764276
167,167,1,0,0.769496113983058,-1.86320345089614,4.19853039333428
168,168,1,0,2.79907881557238,2.08802574741355,-5.13613450043162
169,169,1,0,5.09700402400467,2.52163387014937,-5.78170247409423
170,170,1,0,-0.00725897849198234,9.30516877028647,4.06878673546711
171,171,1,0,0.050954524085536,3.84664577973682,-5.17223761863922
172,172,1,0,1.47642333498207,8.54249109707702,-6.83465751781564
173,173,1,0,-0.41672202792908,-0.405046232565515,1.03613876784774
174,174,1,0,-4.25507816999732,1.7335621871895,-1.77403250954271
175,175,1,0,-2.74041053106956,3.27166285250486,3.534380290118
176,176,1,0,0.632275664153428,-4.82380280878585,-1.12651347707136
177,177,1,1,3.294842797679,7.72981414902138,1.9814916635456
178,178,1,1,-1.78224256618426,-6.67184999414548,-0.564970376193161
179,179,1,1,9.27068872262539,4.67695769389048,-4.46783347201907
180,180,1,1,-0.953328003200529,5.61462165530942,-5.23360047919502
181,181,1,1,-1.08165821590943,3.27784858346609,2.21357663754254
182,182,1,1,4.13083120629009,-0.0279059475882286,1.15029131609966
183,183,1,1,-5.7326180768753,2.93078114096221,2.69609924810551
184,184,1,1,7.60940209213279,3.6582711190243,3.5299266732707
185,185,1,1,2.82615414857531,1.83360046307192,-7.23770596604563
186,186,1,1,-1.1373445050716,2.78655991763405,5.26077987505987
187,187,1,1,-2.40991557718377,-1.06090451055759,-2.62863838509507
188,188,1,1,2.90816831211672,-2.01507179204984,-9.16314183399564
189,189,1,1,-4.82699038348133,-2.30113821450417,6.61546166794304
190,190,1,1,4.72433423893101,4.03357264348756,6.79265157368425
191,191,1,1,3.57817576796593,-2.73306769445205,4.56948644213978
192,192,1,1,0.599172776957118,2.76770509651376,1.42509899409346
193,193,1,1,5.86960344166558,-5.99966425262397,0.802098286373532
194,194,1,1,-4.73494106777781,-5.61964699223643,-5.81357036865632
195,195,1,1,0.868138241829079,-1.10825093044705,-8.95984828643173
196,196,1,1,-5.07727870320146,0.692711994426986,1.40778025942907
197,197,1,1,4.77594803574392,6.58028498758856,4.44243167777303
198,198,1,1,-2.47202293571231,-1.21088155720508,-1.46801120029382
199,199,1,1,-7.33673598738429,1.27400304912481,9.82622041720285
200,200,1,1,3.89794335847689,-1.52326261025939,-1.83340709845675
201,201,1,1,-0.524776689343455,4.41754000167822,-1.14385310451715
202,202,1,1,-1.8796772167337,-3.36638267029642,-2.54546062530413
203,203,1,1,-3.60994011626428,-2.52247441968002,-0.851324693669471
204,204,1,1,-1.80799003162305,6.41580832493866,1.99542968802062
205,205,1,1,-0.473968182789306,5.41396550712208,1.52748572030816
206,206,1,1,3.79482038728756,-6.1401662362025,2.08851117540477
207,207,1,1,-3.17931762256112,-2.86744679429723,2.55142872355507
208,208,1,1,4.58301017374572,5.01131049698681,2.91110781907309
209,209,1,1,0.765562386245995,-3.26561933020281,-2.40022870985409
210,210,1,1,-0.367127222273211,-0.195765885378061,-6.05014444815229
211,211,1,1,6.14444454342417,-0.891969404501406,-4.97095851656005
212,212,1,1,3.6025101857493,-0.0728534262510185,2.12261416666238
213,213,1,1,6.75377653064209,4.84270931538145,-2.799275220554
214,214,1,1,1.81332289286017,-6.81971770275295,-0.421899995590291
215,215,1,1,3.49844734490443,-3.78149802900828,-6.81065525737966
216,216,1,1,-0.632319248072096,-3.1838791690668,-4.74241927412888
217,217,1,1,0.647435200225061,-4.58453145130036,-7.34095008024684
218,218,1,1,-2.71503226392803,-6.14479424866901,-0.0142337574252835
219,219,1,1,2.52441387588772,-4.60041674563736,0.00638664214029959
220,220,1,1,-7.42359760499484,-2.75829654964309,-2.38487622354804
221,221,1,1,0.701929413440373,0.145531985514771,10.2488018947427
222,222,1,1,1.51328731521737,2.7015588599625,1.21884330826074
223,223,1,1,0.467023007764473,-0.526644370196214,-3.04655758655817
224,224,1,1,3.65997755377933,-2.3874006228572,1.32298278587828
225,225,1,1,5.60512370740478,-7.2973722184108,-5.25304155939985
226,226,1,1,-0.270804958384298,1.5974110605313,3.82896658251859
227,227,1,1,0.568899055652642,-4.36696366884376,0.876392950568526
228,228,1,1,-1.13841258443005,-1.91461541409921,-4.65421658045699
229,229,1,1,-2.51226019280573,-2.68116502223502,-5.84384126837352
230,230,1,1,-5.42687140380057,-3.31872081304191,-0.918404454622699
231,231,1,1,0.624939181722351,-0.599915579321507,2.25747524090485
232,232,1,1,0.22615330305235,2.40030199074204,-10.5544030477403
233,233,1,1,-2.39827324340687,3.33036180724842,-2.99182183771665
234,234,1,1,-3.99775901688599,11.63509615315,-6.91285550966091
235,235,1,1,0.477284463602537,4.70443295092569,4.43916052840015
236,236,1,1,0.873299183555266,-1.76038647577399,-4.14429802460096
237,237,1,1,-5.60283107884205,0.212788702911264,-1.61886910293938
238,238,1,1,4.622376646865,2.31631262606595,-1.38647943951359
239,239,1,1,-3.17808583387214,-1.66095998779005,0.336499052222343
240,240,1,1,1.39117141180035,1.27235608222276,-2.38907101545745
241,241,1,1,-0.12346862896352,-2.27496371201975,1.63239091249854
242,242,1,1,2.94628754490476,-3.25540347300954,4.29441389887999
243,243,1,1,-2.73644090481794,-2.96790720191284,-1.95298749450603
244,244,1,1,-0.494905777793549,-2.36512388383943,0.977132257380024
245,245,1,1,-5.12408014553715,5.39827593716688,6.13927850867549
246,246,1,1,-0.187593943855396,0.692116594695742,-4.5159809815312
247,247,1,1,1.51862013060404,8.77802708921942,1.38416225763184
248,248,1,1,2.88813062798272,2.94144271087008,4.52950126392872
249,249,1,1,-6.68112717518121,-0.364588326352635,6.42400459377533
250,250,1,1,0.620471331675371,0.576183299341622,4.09447027474111
251,251,1,1,-1.68317230696447,9.36272163466497,4.01531844796071
252,252,1,1,6.88808244829662,-0.569216393961173,-0.94237675511629
253,253,1,1,-2.69406522836383,-8.21515820326962,1.56434740582404
254,254,1,1,-6.52537606907886,0.620174419885273,-5.34265798048499
255,255,1,1,0.728272096911338,-0.170721993176954,1.68894952182571
256,256,1,1,-3.49427293995029,-1.2766390182587,2.75687015992218
257,257,1,1,-0.788770699825085,-3.61928950426274,-0.360765308066
258,258,1,1,0.64354025087765,-0.52412591140223,0.278417059926966
259,259,1,1,0.284891022620844,2.61490765168862,1.52534272892365
260,260,1,1,-3.64290448494342,6.0944459790333,-1.39307128951212
261,261,1,1,-2.2039841782756,0.602111313203721,-3.7344700186337
262,262,1,1,4.08290898089496,-2.23768165591899,0.247051553543988
263,263,1,1,-0.843732889159425,-1.84845378832148,-0.616156274609948
264,264,1,1,-1.30218328753219,-3.20658087024032,5.12466226311461
265,265,1,1,1.1035288364409,-1.20191538011807,-0.166520094960906
266,266,1,1,1.62599999209023,0.281453453150066,-0.0100253757894893
267,267,1,1,-1.5650167723778,4.64025040754424,-0.916555454500145
268,268,1,1,-3.57242695698873,-4.8971989821261,-1.0511401157656
269,269,1,1,-3.05544549506451,-2.59589518621727,2.95502562969985
270,270,1,1,-1.78008533405343,4.08278115327438,1.31427958251779
271,271,1,1,2.0414500361909,-3.63787886176603,2.00633183880796
272,272,1,1,-2.93492242692227,1.13043435898432,-0.045463481185808
273,273,1,1,0.386218877656351,-5.84857555032016,-0.630966572168983
274,274,1,1,-0.554359792791355,2.90679595404785,5.48722003185474
275,275,1,1,-0.449606546275691,1.27953513676194,0.0309192177413733
276,276,1,1,-7.32766659425619,-2.00965882051959,3.3916458755489
277,277,1,1,2.17589840845649,2.20501339537156,-2.64837521655666
278,278,1,1,2.91466586820116,2.21134479998147,1.07770751283413
279,279,1,1,-1.79260685550292,0.908095663319054,1.14357820080745
280,280,1,1,4.66756134567737,-0.438101188616182,3.35524690731382
281,281,1,1,1.60362535652385,1.44583955107383,4.74222298326298
282,282,1,1,-6.17269948180062,-3.8966279724797,3.98104653053135
283,283,1,1,-1.72879207731623,-3.55562807003727,-3.14912469094599
284,284,1,1,-1.84235534773075,-1.18743221977718,2.93257273529536
285,285,1,1,9.15281135736384,0.160868383785318,-2.14939133977037
286,286,1,1,0.739717560660353,0.6486175696888,6.69137449567892
287,287,1,1,1.93790892238084,2.56696378478621,10.910453919356
288,288,1,1,0.50482474391224,5.80296189033811,5.07575521223662
289,289,1,1,2.98941822993761,-0.41316423676962,1.56174005557276
290,290,1,1,-2.50493825156704,-0.603857319700903,-0.898738105094752
291,291,1,1,5.85679698774472,4.5695702557822,-3.01276678622224
292,292,1,1,-4.73795603345633,6.27993744469006,6.8612471187223
293,293,1,1,1.50983455346605,-3.70025617397719,-2.25639005565244
294,294,1,1,3.53784626787754,-3.48298395573584,-9.7525908628187
295,295,1,1,0.990418508523978,-6.47841909611108,3.09861683152613
296,296,1,1,-1.8245232452022,1.05981545592264,-2.68606003420675
297,297,1,1,2.77729094101977,4.67622152893678,3.35683052894762
298,298,1,1,-2.03418834921545,1.62565682359909,-5.55452406580919
299,299,1,1,6.32516838953833,-1.66208119846498,4.85930365700906
300,300,1,1,2.46502801721271,3.65175399748758,-6.40002097372802
301,301,1,1,-2.5477751005467,0.827173024897865,8.92757681598102
302,302,1,1,-3.09610121594859,-5.6619135107176,-4.01141815229747
303,303,1,1,-2.26570672382557,-3.17298196012938,-1.87485965977543
304,304,1,1,3.73329890792963,6.92522209692058,0.415152332443753
305,305,1,1,-3.01817729712139,-3.63121676763828,-2.97866979138979
306,306,1,1,0.358122066382411,2.08216240346014,5.49467051818815
307,307,1,1,4.31915860551071,-2.324662987346,5.62603930074369
308,308,1,1,-4.03017517133546,1.61029864571031,-5.43569579830202
309,309,1,1,-3.13301725123281,1.38454397906742,2.52379407140318
310,310,1,1,2.46441848596178,8.0625757540692,2.76713297841836
311,311,1,1,6.26930396260242,0.0249928938170036,-2.07200075026565
312,312,1,1,7.84870352251426,5.33768034511116,-4.19416323405806
313,313,1,1,7.00129475031188,-1.45439869040478,-4.58585753197338
314,314,1,1,1.90247761976971,-4.87905242675252,5.65085304229776
315,315,1,1,-3.49926112251763,-1.2601206596905,9.14511088505381
316,316,1,1,-8.77351050040139,-2.39018744053622,3.71331634646541
317,317,1,1,-1.49446793682291,-3.73951839366411,3.55352292092431
318,318,1,1,8.0031553565985,-2.74653473938907,5.01517630708974
319,319,1,1,0.279688056403713,1.07088897947676,-1.73200860915663
320,320,1,1,5.53244560508605,-5.28563544865097,-5.3130235128153
321,321,1,1,4.71235453820991,0.923386876931279,1.25957106639408
322,322,1,1,5.09514560423016,-0.7476617860582,-2.17342752696807
323,323,1,1,-2.23123235759858,-4.28887508728083,-3.49459447177894
324,324,1,1,-4.39778543646802,1.90121981718763,-0.702543690553991
325,325,1,1,-3.46022781873579,-3.19777557735016,0.912064739672893
326,326,1,1,6.45776804745202,2.97336439957756,-0.491837353885175
327,327,1,1,-2.83422717655678,1.6330910765596,-1.43931388144912
328,328,1,1,1.69002908274336,5.03997949922137,2.30987036519645
329,329,1,1,3.61147310953245,0.580986853442325,2.45049855627257
330,330,1,1,1.46443172669629,-2.01265452299818,-1.43987025229287
331,331,1,1,-2.25531553758625,0.0417380738641255,-3.97735159060934
332,332,1,1,-6.13554630020278,-6.7003234962352,-14.411251330179
333,333,1,1,1.02362294387775,2.93542904255219,-6.42733247424136
334,334,1,1,4.99360141511376,-4.10340794924399,-6.46923396245222
335,335,1,1,-4.60911175251675,-4.34136400824976,-1.51557235298689
336,336,1,1,7.05625707906068,-2.47776633684489,-1.11368956655312
337,337,1,1,1.24151430782534,2.13972441104887,0.965331154032242
338,338,1,1,3.59933070763227,0.699767413310885,4.41367803002856
339,339,1,1,-6.05132615278162,6.21718690265801,1.68871308899343
340,340,1,1,-1.44488201024979,6.74594844875459,-0.259701570306302
341,341,1,1,-1.62145839633913,4.10240576871418,1.89487472349003
342,342,1,1,3.79330828979234,6.09178616135249,0.0973178531502597
343,343,1,1,-1.56784222712742,-1.63275803394122,2.49236180121173
344,344,1,1,3.08025972045548,-6.17488425144994,-3.44572190547931
345,345,1,1,4.08075582439503,5.51277696549622,-1.90348300134764
346,346,1,1,-6.73630598645856,-0.702440198026586,-1.57799851592865
347,347,1,1,0.105453201943371,-4.3072417616393,-3.42344948218556
348,348,1,1,0.785695256353278,2.88719504111557,-6.07402064511951
349,349,1,1,-3.90122937577848,-3.56718596240476,1.0208376592848
350,350,1,1,-2.28118346660625,-2.71422684867968,-2.07880770111287
351,351,1,1,2.27791619375048,-0.0801982702613602,-1.10352323415426
352,352,1,1,-4.92211962471361,-3.96650111279744,1.04678387920707
353,353,1,1,-3.4807981657934,1.34554175772444,1.43361583867891
354,354,1,1,6.26501028278679,3.27318233044528,5.61064552758142
355,355,1,1,0.702483006477017,-2.10601767592446,-2.94785785695216
356,356,1,1,-1.70625307895298,-2.55675275291678,5.71765319093327
357,357,1,1,-1.26142716870738,1.96761580797338,5.45276164513327
358,358,1,1,-1.36098468724586,0.347667076828453,-2.02475202168577
359,359,1,1,-7.69587561290952,4.76150494180802,3.36479596337128
360,360,1,1,-6.1277346507363,7.52661510874649,-1.9448100587821
361,361,1,1,-0.86036344983407,-0.184116855152809,6.33992426277566
362,362,1,1,-5.40636638477566,0.0767789142274342,-2.6134356201498
363,363,1,1,-2.74265818464738,-4.56123123118428,0.294082305751158
364,364,1,1,6.03310690285751,1.25207104937685,-4.39225565384046
365,365,1,1,-1.84331507069173,0.735163114718524,0.0605940401538056
366,366,1,1,-0.265615358374398,-2.18032435571822,3.81423204107809
367,367,1,1,-3.57372286864467,1.91091947517221,-1.95289096256042
368,368,1,1,5.9646980652254,6.99027217395099,-4.19932279926304
369,369,1,1,-3.04339874447003,-2.67827694558958,-3.26766332814051
370,370,1,1,-6.8161609674942,-2.55799540586621,-4.64948161805141
371,371,1,1,-0.868015502423782,-3.62793608432235,-0.824404399315861
372,372,1,1,-0.632363292007281,-0.152320279931584,0.0450849269692928
373,373,1,1,1.39431981247156,0.720200375549789,1.37336786772559
374,374,1,1,-0.308162654756044,-2.13233218621779,8.99389293021459
375,375,1,1,-3.59344961741523,6.51250843812308,0.531823389241536
376,376,1,1,-4.68930607148563,-7.92002747009552,-1.97867005422779
377,377,1,1,-2.46222492636829,-1.06955661818993,-5.79374750666064
378,378,1,1,0.399609222856255,-3.14557276745627,-2.7524459061294
379,379,1,1,4.01294355878196,-4.05189957968704,-3.15328374247897
380,380,1,1,0.191277911285088,7.65701021584151,0.446527719405223
381,381,1,1,-0.205057438312484,2.9345913325967,6.36559599838471
382,382,1,1,-5.52313000707152,-1.32564973580752,0.47318100829226
383,383,1,1,-1.59660555654163,0.66499780349161,-2.93006012376704
384,384,1,1,-3.32858138320001,-2.47451974312434,-5.22128299328771
385,385,1,1,2.6235202745855,-0.251112099725153,8.88500431626561
386,386,1,1,-1.4942216576695,5.74644236657274,2.24961733808693
387,387,1,1,-7.42305523350234,3.61630956532477,1.29822233663213
388,388,1,1,4.69065028380094,-1.90599876390934,0.414241003454786
389,389,1,1,-1.12898496840794,-0.0252203405518907,5.10654686264825
390,390,1,1,-6.08373155301644,-1.12709166650232,3.31767883964099
391,391,1,1,0.555384531167613,2.41570474630247,9.35423301738969
392,392,1,1,3.54110161108803,0.240803936855351,1.95571811532049
393,393,1,1,2.93209230559111,2.59870846856192,2.76843502578516
394,394,1,1,1.72056863023729,-7.72390231574992,2.62586536915647
395,395,1,1,0.0736145534564227,4.10515971047927,-4.27167414679593
396,396,1,1,-0.936504242242595,1.94159954818028,-6.30090572238003
397,397,1,1,0.924652016569672,1.70595179163462,-5.6491747499954
398,398,1,1,-2.98700767710883,-1.28759231843222,2.67128673949007
399,399,1,1,2.50562378809228,5.0270239823115,2.85558946938936
400,400,1,1,3.24453700478784,0.179310842517241,0.295592813524228
401,401,1,1,-1.09641505385594,4.62633961403099,-4.83080305561333
402,402,1,1,3.52062764602104,5.02699597740797,5.07482225778613
403,403,1,1,0.965443526119161,2.15798610966847,-6.29288878946482
404,404,1,1,3.05463180467475,2.69152411297727,0.878775005173015
405,405,1,1,1.24191889558387,-6.25251267193485,-3.96076095135893
406,406,1,1,5.34638765824251,0.70719776448002,-3.60983444562432
407,407,1,1,2.81337294046528,4.2202458162046,-1.10426839167733
408,408,1,1,3.18726714377262,-2.60615410457637,-0.85088218781524
409,409,1,1,2.33635716308014,-0.106206786443127,-8.35699976467738
410,410,1,1,4.8822564169312,1.41470911288736,-3.49054563150641
411,411,1,1,-5.77347530696692,-0.70067733483482,2.86111962535385
412,412,1,1,-3.67517088468376,-6.84111903749104,7.92699696617004
413,413,1,1,-6.78344814298758,-6.83559868071772,-4.23914616959814
414,414,1,1,-1.82148059601322,1.63807601252221,-0.911622033338168
415,415,1,1,-4.03705443128051,4.69287845821785,-1.51200917426547
