FID IID Inter Inter_miss Tidyness Happy_camper Like_of_levis abcd_site
55 55 1.0 1 -6.59793961750209 -5.454616611620589 6.26099170947414 1
56 56 1.0 1 5.6561047477884605 -5.48032169815218 -2.55381202368973 1
57 57 1.0 1 4.00580130144023 -0.0990469914032304 3.93967630265666 1
58 58 1.0 1 2.14650724658356 2.6661357256241898 4.01111011125527 1
59 59 1.0 1 6.1093165036782695 -0.21200690455854002 10.745598434979 1
60 60 1.0 1 -2.1231748193879 7.93601693047433 -3.30483827410385 1
61 61 1.0 1 -0.5542593027667571 -2.0544292512750197 -1.5655432148567803 1
62 62 1.0 1 -2.8154912658253504 2.5567932364102597 1.4852392295341599 1
63 63 1.0 1 2.1559183914967 -2.3421233280001403 -1.12121330765702 1
64 64 1.0 1 3.3476724221001697 4.49948826855462 2.07576491058385 1
65 65 1.0 1 0.255954925472089 1.01828669262243 -4.69956870477306 1
66 66 1.0 1 5.925503496906309 4.29239307694502 7.20021378666425 1
67 67 1.0 0 -2.21134160455805 -2.13130408116794 -1.81015497311195 1
68 68 1.0 0 -5.952449563044901 11.3167315672718 -4.956830031955549 1
69 69 1.0 0 5.9427207606677905 2.00138271158121 -8.27237145039509 1
70 70 1.0 0 1.9308653537403402 -3.2131891085922004 1.2063967108970302 1
71 71 1.0 0 -5.17092238508842 -1.5057569880164998 -5.6285927148385 1
72 72 1.0 0 -0.374017342724146 -0.152665003958633 -0.0120561485328921 1
73 73 1.0 0 3.01580625012436 -5.6289597993145 0.77996300015624 1
74 74 1.0 0 4.41235473393605 -6.95595286236527 5.66226644109554 1
75 75 1.0 1 -6.144889783080269 -2.87035102862763 2.14313766428414 1
76 76 1.0 1 -0.305667572535775 -0.430290383415048 2.5803889617780698 1
77 77 1.0 1 -7.29029531765732 -1.1606160878616203 8.27160981801749 1
78 78 1.0 1 7.09467754270913 5.5664759001401904 -3.60460444986145 1
79 79 1.0 1 1.4413848715817201 3.2055345623933102 3.1566067029237597 1
80 80 1.0 1 -4.7227305670875 -6.1688041832271505 -0.510689225474814 1
81 81 1.0 1 -1.72482119875091 5.0165270767323 2.58694148294723 1
82 82 1.0 1 -0.8587257407602858 2.42068506500627 4.06532771529145 1
83 83 1.0 1 -1.8825995404686697 2.72918766520266 6.77450655151081 1
84 84 1.0 0 -2.67636619618942 1.6448147338969499 -3.4670010429493905 1
85 85 1.0 0 2.67086628584027 -0.0363903520532338 1.72491527762671 1
86 86 1.0 0 1.02854038519666 -2.05055512655547 -1.3081096371323102 1
87 87 1.0 0 1.9335727666543001 -1.28215003739153 3.16633901504528 1
88 88 1.0 0 -0.15973650590344599 -0.870679602518095 3.45459308204825 1
89 89 1.0 0 2.17927265708644 2.12384514707637 0.895720888529412 1
90 90 1.0 0 -4.23837650098769 -2.72293946687017 -2.61035843581577 1
91 91 1.0 0 -1.22046282135022 6.34820155528871 2.76319202957618 1
92 92 1.0 0 2.04661205101729 -1.18817329445216 -2.82068781778018 1
93 93 1.0 0 -0.326444436006096 -3.6378760824745298 4.08111804466419 1
94 94 1.0 0 2.05077022791314 -6.10888700644821 -5.743663987765711 1
95 95 1.0 0 7.921174887817269 3.9922045233327 3.6420790004168904 1
96 96 1.0 0 1.9766371659713 3.53881240178397 -0.8477102180443671 1
97 97 1.0 0 1.48381249632179 2.01656449252704 -3.2065753062838596 1
98 98 1.0 0 9.25553850037643 -1.4679431561118899 1.14081407525433 1
99 99 1.0 0 10.2618040986073 -0.143257050304304 -4.7572396295263495 1
100 100 1.0 1 3.4117349719198398 4.30894051124421 -0.8144975388685051 1
101 101 1.0 1 -7.2837377730686 14.0351453360114 -4.3798974374662 1
102 102 1.0 1 -4.82571859473721 -4.548216049708491 0.315902623809544 1
103 103 1.0 1 -2.6100918769277204 -4.07782683431441 9.94789122583176 1
104 104 1.0 1 -2.61483467425385 4.30631024065728 -7.78992779753922 1
105 105 1.0 1 -0.24277275074506 -4.12689645189608 5.14019200924663 1
106 106 1.0 1 -2.06610150854485 -3.24707164434983 3.56874036927222 1
107 107 1.0 1 -4.841178588139191 2.54937134240068 0.136116965477438 1
108 108 1.0 1 0.294801548438079 5.16577387634162 -0.172883232831082 1
109 109 1.0 1 -8.41706651388744 -4.01022125100219 4.03984686978621 1
110 110 1.0 1 -6.8308607058642 1.7989799514718798 -2.69339736048545 1
111 111 1.0 1 -0.0797626636811302 7.07858144257949 -0.8234246110554069 1
112 112 1.0 1 3.30801945356161 -2.84834620440651 -7.909507291708059 1
113 113 1.0 1 0.49369204052793103 0.7478845922392321 -3.1852801306565 1
114 114 1.0 1 4.11684204953949 -7.0468300398820904 -1.9772623569669097 1
115 115 1.0 1 -6.1925576901561 4.72223656321201 4.38664349424315 1
116 116 1.0 1 2.5774023108847404 -1.47673738158645 0.171814512779584 1
117 117 1.0 1 0.202563799855998 -3.2270603060883998 3.7606383189809103 1
118 118 1.0 1 -1.653209277128 2.4478929847286697 -3.8347326513224 1
119 119 1.0 1 -4.82042414155233 -1.2092743233163101 4.66287636067321 1
120 120 1.0 1 -9.269175632463119 -3.7514691348573304 0.571998469393064 1
121 121 1.0 1 2.22173731794267 -1.77703766731441 -1.6871838905523602 1
122 122 1.0 1 2.5827172673907097 -5.94149275440253 -1.94334819280264 1
123 123 1.0 1 -1.8147549067495599 1.27439929533465 -5.68179304298182 1
124 124 1.0 1 -0.581385982461386 1.01392965316712 -2.2018849308343102 1
125 125 1.0 1 -7.86897203624085 -2.9120546356567996 4.27972174876021 1
126 126 1.0 1 11.9509228766012 4.5502853034821396 -0.9552302195432891 1
127 127 1.0 1 3.0903323248859 0.8343009189421751 7.03214439537194 1
128 128 1.0 0 -4.80085401480606 0.5030249168121359 -0.358740328255039 1
129 129 1.0 0 1.0336009111665199 3.2772613499537404 -6.313723253338879 1
130 130 1.0 0 2.03916131018598 -0.8173429635060409 -1.8448663421972702 1
131 131 1.0 0 -1.80582156153467 -1.80786038400006 8.28820320900479 1
132 132 1.0 0 0.4015827054977021 -2.47145279096635 2.85710704366145 1
133 133 1.0 0 -3.83783418743281 3.9771357539237497 -1.08047795867091 1
134 134 1.0 0 0.0942195323139776 6.15307935524387 -2.48471020538411 1
135 135 1.0 0 5.257858481016379 -1.6838612883258102 -5.27376204774004 1
136 136 1.0 0 1.2334257236886201 2.62747921238682 -3.66459078003412 1
137 137 1.0 0 -4.57860456404286 -3.88371848455867 1.91713649842216 1
138 138 1.0 0 5.26692287942476 -0.854521892367164 -0.0207642851437308 1
139 139 1.0 0 3.26330418813455 0.780584065877126 -0.216029798907338 1
140 140 1.0 0 -4.03248860814092 0.6886055148978101 -1.5789331914984301 1
141 141 1.0 0 7.18143444671479 1.74823750316455 -2.6851711061076804 1
142 142 1.0 0 4.4780653837889 -1.45819152301184 3.05131076036238 1
143 143 1.0 0 4.41108470997859 -4.14560192450379 1.24595163570378 1
144 144 1.0 0 -1.97985105109025 1.6079572083908302 2.7532092910364003 1
145 145 1.0 0 0.545160872377271 -1.39555249723954 3.50801345975281 1
146 146 1.0 0 -3.29845338115194 1.41282418375611 1.5540936293036598 1
147 147 1.0 0 -4.89892746417203 0.44445256989936 2.63238365933175 1
148 148 1.0 0 -4.79372747567498 -5.15649728603105 3.9868709175201 1
149 149 1.0 0 3.14302753752253 5.439451153395599 -8.979929008008039 1
150 150 1.0 0 -5.2147085767428 1.06104898751967 0.0833943140413636 1
151 151 1.0 0 -3.62014074538818 1.3173267481034099 2.63801120884727 1
152 152 1.0 0 -4.53699134685771 -1.2375028845639 0.28016829159785805 1
153 153 1.0 0 1.88519694690128 -1.09282080277428 -3.3767003719080697 1
154 154 1.0 0 6.37608521406783 -6.01851164034549 6.67935073570274 1
155 155 1.0 0 -0.695753709137672 2.02572367030635 0.265256328853502 1
156 156 1.0 0 5.36045166829459 -4.92154970471541 0.0846281494057658 1
157 157 1.0 0 5.4113155469502106 -1.21318516826942 7.91304542329443 1
158 158 1.0 0 -11.025880772673302 6.48158406633805 1.42051368841779 1
159 159 1.0 0 -0.874590926398029 -3.94615485033142 5.6761162205965 1
160 160 1.0 0 0.6894608155358269 -1.59772935703841 9.668390466441881 1
161 161 1.0 0 2.46616638483688 0.0647838949060945 0.23732067883900798 1
162 162 1.0 0 0.745213374689465 1.58157943641486 -0.169037713169568 1
163 163 1.0 0 5.98254235774711 6.982441618228309 -0.28900551878067704 1
164 164 1.0 0 -3.5267518891198097 -4.06442933478536 -2.75752320313871 1
165 165 1.0 0 -3.6070098170779903 0.46816763821859203 -1.8089066499561 1
166 166 1.0 0 1.04861766006955 -2.2362383305162 -3.5140330776427597 1
167 167 1.0 0 0.7694961139830581 -1.8632034508961401 4.19853039333428 1
168 168 1.0 0 2.79907881557238 2.08802574741355 -5.13613450043162 1
169 169 1.0 0 5.0970040240046695 2.5216338701493703 -5.78170247409423 1
170 170 1.0 0 -0.00725897849198234 9.305168770286471 4.06878673546711 1
171 171 1.0 0 0.050954524085535996 3.8466457797368196 -5.17223761863922 1
172 172 1.0 0 1.4764233349820701 8.542491097077018 -6.83465751781564 1
173 173 1.0 0 -0.41672202792908003 -0.40504623256551503 1.03613876784774 1
174 174 1.0 0 -4.2550781699973195 1.7335621871895 -1.7740325095427099 1
175 175 1.0 0 -2.74041053106956 3.2716628525048597 3.534380290118 1
176 176 1.0 0 0.632275664153428 -4.8238028087858495 -1.12651347707136 1
177 177 1.0 1 3.294842797679 7.72981414902138 1.9814916635456001 1
178 178 1.0 1 -1.78224256618426 -6.6718499941454805 -0.564970376193161 1
179 179 1.0 1 9.27068872262539 4.67695769389048 -4.467833472019071 1
180 180 1.0 1 -0.953328003200529 5.61462165530942 -5.23360047919502 1
181 181 1.0 1 -1.0816582159094301 3.2778485834660898 2.2135766375425403 1
182 182 1.0 1 4.1308312062900905 -0.0279059475882286 1.15029131609966 1
183 183 1.0 1 -5.7326180768752995 2.9307811409622095 2.6960992481055097 1
184 184 1.0 1 7.6094020921327905 3.6582711190243 3.5299266732707 1
185 185 1.0 1 2.82615414857531 1.83360046307192 -7.23770596604563 1
186 186 1.0 1 -1.1373445050716 2.7865599176340496 5.26077987505987 1
187 187 1.0 1 -2.40991557718377 -1.06090451055759 -2.6286383850950696 1
188 188 1.0 1 2.90816831211672 -2.01507179204984 -9.16314183399564 1
189 189 1.0 1 -4.826990383481331 -2.30113821450417 6.61546166794304 1
190 190 1.0 1 4.72433423893101 4.0335726434875605 6.7926515736842505 1
191 191 1.0 1 3.5781757679659303 -2.73306769445205 4.56948644213978 1
192 192 1.0 1 0.5991727769571179 2.7677050965137595 1.4250989940934597 1
193 193 1.0 1 5.86960344166558 -5.999664252623969 0.802098286373532 1
194 194 1.0 1 -4.734941067777809 -5.619646992236429 -5.813570368656321 1
195 195 1.0 1 0.8681382418290791 -1.10825093044705 -8.95984828643173 1
196 196 1.0 1 -5.07727870320146 0.6927119944269859 1.40778025942907 1
197 197 1.0 1 4.77594803574392 6.580284987588559 4.442431677773031 1
198 198 1.0 1 -2.4720229357123102 -1.2108815572050802 -1.4680112002938202 1
199 199 1.0 1 -7.33673598738429 1.27400304912481 9.82622041720285 1
200 200 1.0 1 3.89794335847689 -1.5232626102593898 -1.8334070984567499 1
201 201 1.0 1 -0.524776689343455 4.417540001678219 -1.1438531045171498 1
202 202 1.0 1 -1.8796772167337001 -3.36638267029642 -2.54546062530413 1
203 203 1.0 1 -3.60994011626428 -2.52247441968002 -0.8513246936694709 1
204 204 1.0 1 -1.80799003162305 6.415808324938659 1.9954296880206202 1
205 205 1.0 1 -0.473968182789306 5.4139655071220805 1.52748572030816 1
206 206 1.0 1 3.7948203872875603 -6.1401662362025 2.0885111754047703 1
207 207 1.0 1 -3.1793176225611206 -2.8674467942972304 2.5514287235550697 1
208 208 1.0 1 4.58301017374572 5.011310496986809 2.91110781907309 1
209 209 1.0 1 0.765562386245995 -3.26561933020281 -2.40022870985409 1
210 210 1.0 1 -0.36712722227321104 -0.195765885378061 -6.050144448152291 1
211 211 1.0 1 6.14444454342417 -0.8919694045014059 -4.970958516560049 1
212 212 1.0 1 3.6025101857492996 -0.0728534262510185 2.12261416666238 1
213 213 1.0 1 6.75377653064209 4.84270931538145 -2.799275220554 1
214 214 1.0 1 1.81332289286017 -6.81971770275295 -0.421899995590291 1
215 215 1.0 1 3.49844734490443 -3.7814980290082802 -6.81065525737966 1
216 216 1.0 1 -0.632319248072096 -3.1838791690668 -4.7424192741288795 1
217 217 1.0 1 0.6474352002250611 -4.584531451300361 -7.34095008024684 1
218 218 1.0 1 -2.7150322639280295 -6.144794248669009 -0.0142337574252835 1
219 219 1.0 1 2.52441387588772 -4.60041674563736 0.00638664214029959 1
220 220 1.0 1 -7.423597604994839 -2.75829654964309 -2.3848762235480403 1
221 221 1.0 1 0.701929413440373 0.14553198551477098 10.248801894742698 1
222 222 1.0 1 1.51328731521737 2.7015588599625 1.21884330826074 1
223 223 1.0 1 0.467023007764473 -0.526644370196214 -3.0465575865581696 1
224 224 1.0 1 3.6599775537793304 -2.3874006228572 1.32298278587828 1
225 225 1.0 1 5.605123707404781 -7.2973722184108 -5.25304155939985 1
226 226 1.0 1 -0.270804958384298 1.5974110605313 3.82896658251859 1
227 227 1.0 1 0.5688990556526421 -4.36696366884376 0.876392950568526 1
228 228 1.0 1 -1.1384125844300501 -1.91461541409921 -4.65421658045699 1
229 229 1.0 1 -2.51226019280573 -2.68116502223502 -5.843841268373519 1
230 230 1.0 1 -5.42687140380057 -3.31872081304191 -0.918404454622699 1
231 231 1.0 1 0.6249391817223511 -0.5999155793215071 2.25747524090485 1
232 232 1.0 1 0.22615330305235 2.4003019907420398 -10.554403047740301 1
233 233 1.0 1 -2.39827324340687 3.33036180724842 -2.9918218377166497 1
234 234 1.0 1 -3.9977590168859907 11.63509615315 -6.91285550966091 1
235 235 1.0 1 0.47728446360253707 4.704432950925691 4.4391605284001505 1
236 236 1.0 1 0.8732991835552659 -1.7603864757739898 -4.14429802460096 1
237 237 1.0 1 -5.6028310788420495 0.21278870291126398 -1.6188691029393798 1
238 238 1.0 1 4.622376646865 2.31631262606595 -1.38647943951359 1
239 239 1.0 1 -3.17808583387214 -1.6609599877900498 0.336499052222343 1
240 240 1.0 1 1.39117141180035 1.27235608222276 -2.38907101545745 1
241 241 1.0 1 -0.12346862896352001 -2.27496371201975 1.63239091249854 1
242 242 1.0 1 2.9462875449047594 -3.25540347300954 4.29441389887999 1
243 243 1.0 1 -2.73644090481794 -2.96790720191284 -1.9529874945060302 1
244 244 1.0 1 -0.494905777793549 -2.36512388383943 0.9771322573800241 1
245 245 1.0 1 -5.1240801455371505 5.39827593716688 6.13927850867549 1
246 246 1.0 1 -0.18759394385539602 0.6921165946957422 -4.5159809815312 1
247 247 1.0 1 1.51862013060404 8.77802708921942 1.3841622576318402 1
248 248 1.0 1 2.8881306279827204 2.94144271087008 4.5295012639287195 1
249 249 1.0 1 -6.68112717518121 -0.36458832635263505 6.424004593775329 1
250 250 1.0 1 0.620471331675371 0.576183299341622 4.094470274741109 1
251 251 1.0 1 -1.68317230696447 9.36272163466497 4.01531844796071 1
252 252 1.0 1 6.88808244829662 -0.569216393961173 -0.94237675511629 1
253 253 1.0 1 -2.69406522836383 -8.21515820326962 1.56434740582404 1
254 254 1.0 1 -6.5253760690788605 0.620174419885273 -5.34265798048499 1
255 255 1.0 1 0.728272096911338 -0.17072199317695402 1.68894952182571 1
256 256 1.0 1 -3.4942729399502905 -1.2766390182587 2.75687015992218 1
257 257 1.0 1 -0.788770699825085 -3.61928950426274 -0.360765308066 1
258 258 1.0 1 0.64354025087765 -0.52412591140223 0.278417059926966 1
259 259 1.0 1 0.284891022620844 2.61490765168862 1.5253427289236499 1
260 260 1.0 1 -3.64290448494342 6.0944459790333 -1.3930712895121202 1
261 261 1.0 1 -2.2039841782756002 0.602111313203721 -3.7344700186337 1
262 262 1.0 1 4.082908980894961 -2.2376816559189905 0.24705155354398803 1
263 263 1.0 1 -0.843732889159425 -1.8484537883214798 -0.616156274609948 1
264 264 1.0 1 -1.30218328753219 -3.20658087024032 5.12466226311461 1
265 265 1.0 1 1.1035288364409 -1.2019153801180702 -0.166520094960906 1
266 266 1.0 1 1.62599999209023 0.28145345315006604 -0.0100253757894893 1
267 267 1.0 1 -1.5650167723778001 4.64025040754424 -0.916555454500145 1
268 268 1.0 1 -3.5724269569887297 -4.897198982126099 -1.0511401157656 1
269 269 1.0 1 -3.0554454950645096 -2.59589518621727 2.95502562969985 1
270 270 1.0 1 -1.78008533405343 4.08278115327438 1.31427958251779 1
271 271 1.0 1 2.0414500361909 -3.63787886176603 2.00633183880796 1
272 272 1.0 1 -2.9349224269222702 1.13043435898432 -0.045463481185807994 1
273 273 1.0 1 0.38621887765635105 -5.84857555032016 -0.6309665721689829 1
274 274 1.0 1 -0.5543597927913549 2.9067959540478503 5.48722003185474 1
275 275 1.0 1 -0.449606546275691 1.2795351367619399 0.0309192177413733 1
276 276 1.0 1 -7.32766659425619 -2.00965882051959 3.3916458755488996 1
277 277 1.0 1 2.17589840845649 2.20501339537156 -2.6483752165566603 1
278 278 1.0 1 2.9146658682011606 2.21134479998147 1.07770751283413 1
279 279 1.0 1 -1.7926068555029198 0.9080956633190541 1.14357820080745 1
280 280 1.0 1 4.6675613456773695 -0.43810118861618197 3.3552469073138194 1
281 281 1.0 1 1.6036253565238499 1.4458395510738302 4.74222298326298 1
282 282 1.0 1 -6.1726994818006204 -3.8966279724797004 3.9810465305313505 1
283 283 1.0 1 -1.72879207731623 -3.55562807003727 -3.1491246909459902 1
284 284 1.0 1 -1.8423553477307502 -1.18743221977718 2.93257273529536 1
285 285 1.0 1 9.15281135736384 0.16086838378531798 -2.14939133977037 1
286 286 1.0 1 0.739717560660353 0.6486175696888 6.69137449567892 1
287 287 1.0 1 1.9379089223808401 2.56696378478621 10.910453919356 1
288 288 1.0 1 0.50482474391224 5.802961890338111 5.07575521223662 1
289 289 1.0 1 2.98941822993761 -0.41316423676962005 1.56174005557276 1
290 290 1.0 1 -2.50493825156704 -0.603857319700903 -0.898738105094752 1
291 291 1.0 1 5.85679698774472 4.5695702557822 -3.0127667862222403 1
292 292 1.0 1 -4.737956033456331 6.279937444690059 6.861247118722299 1
293 293 1.0 1 1.50983455346605 -3.7002561739771895 -2.25639005565244 1
294 294 1.0 1 3.53784626787754 -3.4829839557358397 -9.7525908628187 1
295 295 1.0 1 0.990418508523978 -6.478419096111081 3.09861683152613 1
296 296 1.0 1 -1.8245232452021998 1.05981545592264 -2.6860600342067498 1
297 297 1.0 1 2.77729094101977 4.67622152893678 3.3568305289476204 1
298 298 1.0 1 -2.0341883492154498 1.62565682359909 -5.55452406580919 1
299 299 1.0 1 6.32516838953833 -1.6620811984649801 4.85930365700906 1
300 300 1.0 1 2.46502801721271 3.6517539974875803 -6.400020973728019 1
301 301 1.0 1 -2.5477751005467 0.827173024897865 8.92757681598102 1
302 302 1.0 1 -3.09610121594859 -5.661913510717599 -4.01141815229747 1
303 303 1.0 1 -2.26570672382557 -3.1729819601293796 -1.87485965977543 1
304 304 1.0 1 3.7332989079296297 6.92522209692058 0.41515233244375294 1
305 305 1.0 1 -3.0181772971213903 -3.63121676763828 -2.97866979138979 1
306 306 1.0 1 0.35812206638241106 2.08216240346014 5.49467051818815 1
307 307 1.0 1 4.31915860551071 -2.324662987346 5.626039300743691 1
308 308 1.0 1 -4.03017517133546 1.6102986457103101 -5.43569579830202 1
309 309 1.0 1 -3.13301725123281 1.38454397906742 2.52379407140318 1
310 310 1.0 1 2.4644184859617795 8.0625757540692 2.76713297841836 1
311 311 1.0 1 6.26930396260242 0.0249928938170036 -2.0720007502656497 1
312 312 1.0 1 7.84870352251426 5.33768034511116 -4.19416323405806 1
313 313 1.0 1 7.00129475031188 -1.4543986904047799 -4.58585753197338 1
314 314 1.0 1 1.90247761976971 -4.879052426752519 5.6508530422977605 1
315 315 1.0 1 -3.49926112251763 -1.2601206596905001 9.14511088505381 1
316 316 1.0 1 -8.77351050040139 -2.39018744053622 3.71331634646541 1
317 317 1.0 1 -1.49446793682291 -3.7395183936641097 3.55352292092431 1
318 318 1.0 1 8.0031553565985 -2.7465347393890696 5.01517630708974 1
319 319 1.0 1 0.279688056403713 1.07088897947676 -1.7320086091566298 1
320 320 1.0 1 5.53244560508605 -5.28563544865097 -5.3130235128153 1
321 321 1.0 1 4.712354538209911 0.923386876931279 1.25957106639408 1
322 322 1.0 1 5.09514560423016 -0.7476617860582 -2.17342752696807 1
323 323 1.0 1 -2.23123235759858 -4.2888750872808306 -3.49459447177894 1
324 324 1.0 1 -4.39778543646802 1.90121981718763 -0.7025436905539909 1
325 325 1.0 1 -3.4602278187357904 -3.1977755773501597 0.912064739672893 1
326 326 1.0 1 6.45776804745202 2.97336439957756 -0.49183735388517497 1
327 327 1.0 1 -2.8342271765567797 1.6330910765596003 -1.43931388144912 1
328 328 1.0 1 1.6900290827433602 5.03997949922137 2.30987036519645 1
329 329 1.0 1 3.6114731095324504 0.5809868534423249 2.45049855627257 1
330 330 1.0 1 1.46443172669629 -2.01265452299818 -1.43987025229287 1
331 331 1.0 1 -2.25531553758625 0.0417380738641255 -3.97735159060934 1
332 332 1.0 1 -6.13554630020278 -6.7003234962352005 -14.411251330179 1
333 333 1.0 1 1.02362294387775 2.93542904255219 -6.427332474241361 1
334 334 1.0 1 4.993601415113759 -4.10340794924399 -6.46923396245222 1
335 335 1.0 1 -4.60911175251675 -4.3413640082497595 -1.5155723529868899 1
336 336 1.0 1 7.056257079060679 -2.47776633684489 -1.1136895665531201 1
337 337 1.0 1 1.2415143078253401 2.1397244110488702 0.965331154032242 1
338 338 1.0 1 3.59933070763227 0.699767413310885 4.413678030028559 1
339 339 1.0 1 -6.05132615278162 6.2171869026580096 1.6887130889934299 1
340 340 1.0 1 -1.44488201024979 6.745948448754589 -0.25970157030630203 1
341 341 1.0 1 -1.6214583963391298 4.10240576871418 1.8948747234900303 1
342 342 1.0 1 3.7933082897923396 6.09178616135249 0.0973178531502597 1
343 343 1.0 1 -1.56784222712742 -1.63275803394122 2.49236180121173 1
344 344 1.0 1 3.08025972045548 -6.1748842514499405 -3.44572190547931 1
345 345 1.0 1 4.0807558243950295 5.5127769654962195 -1.9034830013476398 1
346 346 1.0 1 -6.736305986458559 -0.702440198026586 -1.5779985159286498 1
347 347 1.0 1 0.105453201943371 -4.3072417616393 -3.4234494821855597 1
348 348 1.0 1 0.785695256353278 2.8871950411155702 -6.07402064511951 1
349 349 1.0 1 -3.90122937577848 -3.5671859624047597 1.0208376592848 1
350 350 1.0 1 -2.28118346660625 -2.7142268486796803 -2.07880770111287 1
351 351 1.0 1 2.27791619375048 -0.0801982702613602 -1.10352323415426 1
352 352 1.0 1 -4.92211962471361 -3.96650111279744 1.0467838792070698 1
353 353 1.0 1 -3.4807981657934 1.3455417577244397 1.4336158386789097 1
354 354 1.0 1 6.26501028278679 3.2731823304452803 5.61064552758142 1
355 355 1.0 1 0.7024830064770171 -2.10601767592446 -2.94785785695216 1
356 356 1.0 1 -1.70625307895298 -2.55675275291678 5.7176531909332695 1
357 357 1.0 1 -1.26142716870738 1.9676158079733799 5.45276164513327 1
358 358 1.0 1 -1.3609846872458602 0.347667076828453 -2.02475202168577 1
359 359 1.0 1 -7.69587561290952 4.7615049418080195 3.3647959633712796 1
360 360 1.0 1 -6.1277346507363 7.5266151087464905 -1.9448100587821 1
361 361 1.0 1 -0.8603634498340699 -0.18411685515280898 6.33992426277566 1
362 362 1.0 1 -5.4063663847756604 0.0767789142274342 -2.6134356201498 1
